Fall reset||(52.00, -17.00, 0.00)|(200.00, 4.00, 0.20)|order=4
V6 visual / material|V6 art fill_3|(38.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.80, -0.20, 0.00)|(3.60, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(16.80, -0.25, 0.00)|(3.60, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(16.80, -0.64, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(41.00, 10.00, 0.00)|(4.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(41.00, 9.95, 0.00)|(4.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(41.00, 9.56, 0.00)|(1.25, 0.80, 0.20)|order=-2
Tenant creature pixel artwork||(17.00, 0.80, 0.00)|(1.90, 1.90, 0.38)|order=9
V6 visual / cure_8|V6 art cure_8|(14.50, 0.80, 0.00)|(1.20, 2.30, 0.20)|order=5
V6 visual / pixel sign||(14.50, 2.40, -0.10)|(4.13, 0.50, 0.20)|order=20
V6 visual / cure_8|V6 art cure_8|(42.40, 12.00, 0.00)|(1.20, 2.30, 0.20)|order=5
V6 visual / pixel sign||(42.40, 13.60, -0.10)|(4.13, 0.50, 0.20)|order=20
Tenant creature pixel artwork||(39.60, 11.10, 0.00)|(1.90, 1.90, 0.38)|order=9
V6 visual / material|V6 art fill_3|(42.00, 9.80, 0.00)|(6.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(42.00, 9.75, 0.00)|(6.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(42.00, 9.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(36.00, 19.00, 0.00)|(3.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(36.00, 18.95, 0.00)|(3.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(36.00, 18.56, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / lever_0|V6 art lever_0|(41.00, 11.10, 0.00)|(0.90, 0.95, 0.20)|order=5
V6 visual / pixel sign||(41.00, 11.80, -0.10)|(9.00, 0.50, 0.20)|order=20
V6 visual / mercy|V6 art mercy|(21.00, 15.10, 0.00)|(1.00, 1.00, 0.20)|order=5
V6 visual / material|V6 art fill_3|(48.00, 7.80, 0.00)|(6.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(48.00, 7.75, 0.00)|(6.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(48.00, 7.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(55.00, 5.80, 0.00)|(6.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(55.00, 5.75, 0.00)|(6.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(55.00, 5.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
Tenant creature pixel artwork||(59.00, 1.00, 0.00)|(1.90, 1.90, 0.38)|order=9
V6 visual / plate_0|V6 art plate_0|(62.00, 0.14, 0.00)|(1.50, 0.42, 0.20)|order=5
V6 visual / plate_0|V6 art plate_0|(75.00, 0.14, 0.00)|(1.50, 0.42, 0.20)|order=5
V6 visual / material|V6 art fill_3|(79.00, 4.00, 0.00)|(0.70, 8.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(72.00, 1.00, 0.00)|(1.00, 2.00, 0.20)|order=0
MATTE VELVET||(65.00, 1.00, 0.00)|(0.70, 2.50, 0.20)|order=4
V6 visual / pixel sign||(65.00, 2.60, -0.10)|(4.50, 0.50, 0.20)|order=20
V6 visual / lever_0|V6 art lever_0|(62.00, 1.00, 0.00)|(0.90, 0.95, 0.20)|order=5
V6 visual / pixel sign||(62.00, 1.70, -0.10)|(6.75, 0.50, 0.20)|order=20
V6 visual / material|V6 art fill_3|(84.00, 1.80, 0.00)|(4.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(84.00, 1.75, 0.00)|(4.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(84.00, 1.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(89.00, 3.60, 0.00)|(4.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(89.00, 3.55, 0.00)|(4.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(89.00, 3.16, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(94.00, 5.40, 0.00)|(4.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(94.00, 5.35, 0.00)|(4.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(94.00, 4.96, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(99.00, 7.20, 0.00)|(4.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(99.00, 7.15, 0.00)|(4.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(99.00, 6.76, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(104.00, 7.20, 0.00)|(10.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(104.00, 7.15, 0.00)|(10.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(100.67, 6.76, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(104.00, 6.76, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(107.33, 6.76, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / key|V6 art key|(95.00, 7.00, 0.00)|(1.00, 1.00, 0.20)|order=5
switch cap||(107.00, 8.24, 0.00)|(1.00, 0.16, 0.20)|order=0
V6 visual / nail|V6 art nail|(107.00, 7.80, 0.00)|(1.60, 2.10, 0.20)|order=1
V6 visual / pixel sign||(107.00, 8.80, -0.10)|(1.50, 0.50, 0.20)|order=20
V6 visual / material|V6 art fill_3|(65.00, 10.80, 0.00)|(44.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(65.00, 10.75, 0.00)|(44.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(45.75, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(51.25, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(56.75, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(62.25, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(67.75, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(73.25, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(78.75, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(84.25, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(103.00, 9.00, 0.00)|(5.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(103.00, 8.95, 0.00)|(5.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(103.00, 8.56, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(98.00, 10.80, 0.00)|(5.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(98.00, 10.75, 0.00)|(5.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(98.00, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / material|V6 art fill_3|(91.00, 10.80, 0.00)|(10.00, 0.40, 0.20)|order=0
V6 visual / walking edge|V6 art lip_3|(91.00, 10.75, 0.00)|(10.00, 0.50, 0.20)|order=1
V6 visual / recessed corbel|V6 art corbel_3|(87.67, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(91.00, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / recessed corbel|V6 art corbel_3|(94.33, 10.36, 0.00)|(1.25, 0.80, 0.20)|order=-2
V6 visual / cure_7|V6 art cure_7|(81.00, 1.00, 0.00)|(1.20, 2.30, 0.20)|order=5
V6 visual / pixel sign||(81.00, 2.60, -0.10)|(4.50, 0.50, 0.20)|order=20
V6 visual / cure_0|V6 art cure_0|(4.00, 1.00, 0.00)|(1.20, 2.30, 0.20)|order=5
V6 visual / pixel sign||(4.00, 2.60, -0.10)|(4.13, 0.50, 0.20)|order=20
V6 visual / heart|V6 art heart|(51.00, 1.20, 0.00)|(1.00, 1.00, 0.20)|order=5
Tip||(17.00, 3.00, 0.00)|(3.00, 4.00, 0.20)|order=4
Tip||(41.00, 12.00, 0.00)|(3.00, 4.00, 0.20)|order=4
Tip||(61.00, 2.00, 0.00)|(3.00, 4.00, 0.20)|order=4
Non-colliding parallax painting 0|V6 art background_3|(10.53, 21.85, 2.00)|(17.60, 11.00, 0.20)|order=-35
Non-colliding parallax painting 1|V6 art background_3|(28.13, 21.85, 2.00)|(17.60, 11.00, 0.20)|order=-35
Non-colliding parallax painting 2|V6 art background_3|(45.73, 21.85, 2.00)|(17.60, 11.00, 0.20)|order=-35
